ARI,Method,Dataset
0.7918874,Individual,Biase
0.9675963,Individual,Biase
0.829308,Individual,Biase
0.7918874,Individual,Biase
0.9126029,Individual,Biase
0.829308,Individual,Biase
0.8509311,Individual,Biase
0.7918874,Individual,Biase
0.8509311,Individual,Biase
0.9241044,Individual,Biase
0.8509311,Individual,Biase
0.9675963,Individual,Biase
0.9241044,Individual,Biase
0.829308,Individual,Biase
0.8509311,Individual,Biase
0.8509311,Individual,Biase
0.7918874,Individual,Biase
0.7918874,Individual,Biase
0.9675963,Individual,Biase
0.9241044,Individual,Biase
0.9126029,Individual,Biase
0.829308,Individual,Biase
0.8509311,Individual,Biase
0.829308,Individual,Biase
0.9126029,Individual,Biase
0.829308,Individual,Biase
0.8509311,Individual,Biase
0.9126029,Individual,Biase
0.829308,Individual,Biase
0.9241044,Individual,Biase
0.829308,Individual,Biase
0.9241044,Individual,Biase
0.9675963,Individual,Biase
0.7918874,Individual,Biase
0.9241044,Individual,Biase
0.9126029,Individual,Biase
0.829308,Individual,Biase
0.7918874,Individual,Biase
0.7918874,Individual,Biase
0.9675963,Individual,Biase
0.8509311,Individual,Biase
0.9241044,Individual,Biase
0.7918874,Individual,Biase
0.9126029,Individual,Biase
0.9126029,Individual,Biase
0.9126029,Individual,Biase
0.9126029,Individual,Biase
0.7918874,Individual,Biase
0.9241044,Individual,Biase
0.9675963,Individual,Biase
0.9675963,Individual,Biase
0.7918874,Individual,Biase
0.9675963,Individual,Biase
0.9675963,Individual,Biase
0.9675963,Individual,Biase
0.8509311,Individual,Biase
0.9241044,Individual,Biase
0.7918874,Individual,Biase
0.829308,Individual,Biase
0.8509311,Individual,Biase
0.8509311,Individual,Biase
0.9241044,Individual,Biase
0.9241044,Individual,Biase
0.829308,Individual,Biase
0.9675963,Individual,Biase
0.829308,Individual,Biase
0.9126029,Individual,Biase
0.8509311,Individual,Biase
0.8509311,Individual,Biase
0.7918874,Individual,Biase
0.9241044,Individual,Biase
0.7918874,Individual,Biase
0.9675963,Individual,Biase
0.9241044,Individual,Biase
0.829308,Individual,Biase
0.7918874,Individual,Biase
0.9126029,Individual,Biase
0.8509311,Individual,Biase
0.9675963,Individual,Biase
0.8509311,Individual,Biase
0.9675963,Individual,Biase
0.8509311,Individual,Biase
0.9675963,Individual,Biase
0.829308,Individual,Biase
0.9126029,Individual,Biase
0.8509311,Individual,Biase
0.8509311,Individual,Biase
0.829308,Individual,Biase
0.9241044,Individual,Biase
0.9126029,Individual,Biase
0.829308,Individual,Biase
0.9241044,Individual,Biase
0.9675963,Individual,Biase
0.9126029,Individual,Biase
0.9126029,Individual,Biase
0.9675963,Individual,Biase
0.7918874,Individual,Biase
0.9241044,Individual,Biase
0.7918874,Individual,Biase
0.7918874,Individual,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.9675963,Consensus,Biase
0.6760014,Individual,Deng
0.7722808,Individual,Deng
0.6123799,Individual,Deng
0.7094834,Individual,Deng
0.5890698,Individual,Deng
0.6711959,Individual,Deng
0.6437378,Individual,Deng
0.7714962,Individual,Deng
0.660305,Individual,Deng
0.5886082,Individual,Deng
0.7722808,Individual,Deng
0.6123343,Individual,Deng
0.7714962,Individual,Deng
0.4816425,Individual,Deng
0.560135,Individual,Deng
0.6939611,Individual,Deng
0.6569408,Individual,Deng
0.6641556,Individual,Deng
0.6437378,Individual,Deng
0.7733079,Individual,Deng
0.6800484,Individual,Deng
0.7532214,Individual,Deng
0.6711959,Individual,Deng
0.6720408,Individual,Deng
0.6787076,Individual,Deng
0.5746491,Individual,Deng
0.6471786,Individual,Deng
0.6711959,Individual,Deng
0.6576012,Individual,Deng
0.6837559,Individual,Deng
0.7731867,Individual,Deng
0.5108143,Individual,Deng
0.6783885,Individual,Deng
0.5986322,Individual,Deng
0.7474257,Individual,Deng
0.7714962,Individual,Deng
0.6563179,Individual,Deng
0.7733079,Individual,Deng
0.7764405,Individual,Deng
0.7714962,Individual,Deng
0.7733079,Individual,Deng
0.7313248,Individual,Deng
0.7733079,Individual,Deng
0.5103713,Individual,Deng
0.5358254,Individual,Deng
0.8109636,Individual,Deng
0.7714962,Individual,Deng
0.6711959,Individual,Deng
0.5260693,Individual,Deng
0.5407547,Individual,Deng
0.5713442,Individual,Deng
0.6792187,Individual,Deng
0.7313248,Individual,Deng
0.6720408,Individual,Deng
0.6904157,Individual,Deng
0.6420711,Individual,Deng
0.7714962,Individual,Deng
0.7821995,Individual,Deng
0.8113636,Individual,Deng
0.7626897,Individual,Deng
0.6002769,Individual,Deng
0.6675317,Individual,Deng
0.6760014,Individual,Deng
0.6837559,Individual,Deng
0.759091,Individual,Deng
0.6611166,Individual,Deng
0.6070137,Individual,Deng
0.7537012,Individual,Deng
0.628636,Individual,Deng
0.6760014,Individual,Deng
0.8015908,Individual,Deng
0.6670041,Individual,Deng
0.6904157,Individual,Deng
0.60468,Individual,Deng
0.5140068,Individual,Deng
0.6563179,Individual,Deng
0.6720408,Individual,Deng
0.7821995,Individual,Deng
0.8032038,Individual,Deng
0.6134483,Individual,Deng
0.8109636,Individual,Deng
0.5922277,Individual,Deng
0.4711574,Individual,Deng
0.8016135,Individual,Deng
0.4707877,Individual,Deng
0.5952595,Individual,Deng
0.599023,Individual,Deng
0.6681201,Individual,Deng
0.5890698,Individual,Deng
0.4816425,Individual,Deng
0.674936,Individual,Deng
0.6760014,Individual,Deng
0.7532214,Individual,Deng
0.6720408,Individual,Deng
0.6661641,Individual,Deng
0.7733079,Individual,Deng
0.6496219,Individual,Deng
0.673299,Individual,Deng
0.5888346,Individual,Deng
0.7763731,Individual,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6634817,Consensus,Deng
0.6634817,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6634817,Consensus,Deng
0.6634817,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6634817,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6634817,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6634817,Consensus,Deng
0.7790455,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6634817,Consensus,Deng
0.6634817,Consensus,Deng
0.6658896,Consensus,Deng
0.6634817,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.7790455,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6634817,Consensus,Deng
0.6634817,Consensus,Deng
0.6658896,Consensus,Deng
0.6634817,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.6658896,Consensus,Deng
0.7790455,Consensus,Deng
0.6658896,Consensus,Deng
0.6760959,Individual,Goolam
0.9140961,Individual,Goolam
0.9140961,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.6783564,Individual,Goolam
0.9140961,Individual,Goolam
0.6874447,Individual,Goolam
0.6783564,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6760959,Individual,Goolam
0.6783564,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.6874447,Individual,Goolam
0.6760959,Individual,Goolam
0.6874447,Individual,Goolam
0.6783564,Individual,Goolam
0.9140961,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.6874447,Individual,Goolam
0.9140961,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6760959,Individual,Goolam
0.6874447,Individual,Goolam
0.6783564,Individual,Goolam
0.6783564,Individual,Goolam
0.6760959,Individual,Goolam
0.9140961,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.9140961,Individual,Goolam
0.6783564,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6783564,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6760959,Individual,Goolam
0.9140961,Individual,Goolam
0.6760959,Individual,Goolam
0.6783564,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.9140961,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6760959,Individual,Goolam
0.6783564,Individual,Goolam
0.6783564,Individual,Goolam
0.9140961,Individual,Goolam
0.6874447,Individual,Goolam
0.9140961,Individual,Goolam
0.6783564,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.9140961,Individual,Goolam
0.6783564,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6760959,Individual,Goolam
0.9140961,Individual,Goolam
0.9140961,Individual,Goolam
0.6783564,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.9140961,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.9140961,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.9140961,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6874447,Individual,Goolam
0.6760959,Individual,Goolam
0.6760959,Individual,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.6874447,Consensus,Goolam
0.8068815,Individual,Klein
1,Individual,Klein
0.9953926,Individual,Klein
0.8023911,Individual,Klein
0.5426442,Individual,Klein
0.8023772,Individual,Klein
1,Individual,Klein
0.5593844,Individual,Klein
0.8023911,Individual,Klein
0.9820969,Individual,Klein
0.9820969,Individual,Klein
1,Individual,Klein
1,Individual,Klein
0.9953926,Individual,Klein
0.9960463,Individual,Klein
0.8020073,Individual,Klein
1,Individual,Klein
0.5618209,Individual,Klein
0.8009056,Individual,Klein
0.8068815,Individual,Klein
0.9827218,Individual,Klein
0.8009056,Individual,Klein
0.8068815,Individual,Klein
0.9947404,Individual,Klein
0.9953926,Individual,Klein
0.9953926,Individual,Klein
0.5401159,Individual,Klein
0.5423035,Individual,Klein
0.8001777,Individual,Klein
0.9953926,Individual,Klein
0.9833483,Individual,Klein
0.9953926,Individual,Klein
0.9820969,Individual,Klein
1,Individual,Klein
0.56326,Individual,Klein
0.8020073,Individual,Klein
0.5522142,Individual,Klein
0.9947404,Individual,Klein
0.9953926,Individual,Klein
0.5486223,Individual,Klein
0.5494881,Individual,Klein
0.8027484,Individual,Klein
0.8009277,Individual,Klein
0.8061454,Individual,Klein
0.9960463,Individual,Klein
0.5431696,Individual,Klein
0.8068999,Individual,Klein
0.8068815,Individual,Klein
0.5493929,Individual,Klein
0.9827218,Individual,Klein
0.9960463,Individual,Klein
0.8023772,Individual,Klein
1,Individual,Klein
1,Individual,Klein
0.9960463,Individual,Klein
0.8020073,Individual,Klein
0.8020073,Individual,Klein
0.80612,Individual,Klein
0.5565638,Individual,Klein
1,Individual,Klein
0.8053821,Individual,Klein
0.552828,Individual,Klein
0.9827218,Individual,Klein
0.8065185,Individual,Klein
0.9820969,Individual,Klein
0.5366673,Individual,Klein
0.8053821,Individual,Klein
1,Individual,Klein
0.8068999,Individual,Klein
0.9833483,Individual,Klein
0.8057631,Individual,Klein
0.8027602,Individual,Klein
1,Individual,Klein
1,Individual,Klein
0.9960463,Individual,Klein
1,Individual,Klein
1,Individual,Klein
0.5498321,Individual,Klein
0.9820969,Individual,Klein
0.9953926,Individual,Klein
0.8061454,Individual,Klein
0.9833483,Individual,Klein
0.5562625,Individual,Klein
0.5710846,Individual,Klein
0.5611535,Individual,Klein
0.9827218,Individual,Klein
1,Individual,Klein
1,Individual,Klein
0.8053821,Individual,Klein
0.9953926,Individual,Klein
0.9827218,Individual,Klein
0.8050059,Individual,Klein
0.8053821,Individual,Klein
0.8020073,Individual,Klein
1,Individual,Klein
0.5522757,Individual,Klein
0.8050251,Individual,Klein
0.8065185,Individual,Klein
0.9820969,Individual,Klein
0.551926,Individual,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
0.8675587,Consensus,Klein
