ARI,Method,Dataset
0.839804,Individual,Usoskin2
0.6167366,Individual,Usoskin2
0.8735593,Individual,Usoskin2
0.8414302,Individual,Usoskin2
0.8840283,Individual,Usoskin2
0.8021437,Individual,Usoskin2
0.8234217,Individual,Usoskin2
0.5063914,Individual,Usoskin2
0.8411043,Individual,Usoskin2
0.5373256,Individual,Usoskin2
0.8204528,Individual,Usoskin2
0.8953265,Individual,Usoskin2
0.8860652,Individual,Usoskin2
0.8381048,Individual,Usoskin2
0.8858268,Individual,Usoskin2
0.7807572,Individual,Usoskin2
0.4882742,Individual,Usoskin2
0.6692873,Individual,Usoskin2
0.8334643,Individual,Usoskin2
0.8794076,Individual,Usoskin2
0.784163,Individual,Usoskin2
0.8709677,Individual,Usoskin2
0.8952159,Individual,Usoskin2
0.781936,Individual,Usoskin2
0.8208874,Individual,Usoskin2
0.8859812,Individual,Usoskin2
0.9135014,Individual,Usoskin2
0.6683975,Individual,Usoskin2
0.6681906,Individual,Usoskin2
0.6352833,Individual,Usoskin2
0.8410648,Individual,Usoskin2
0.6714816,Individual,Usoskin2
0.6683975,Individual,Usoskin2
0.8405155,Individual,Usoskin2
0.8059732,Individual,Usoskin2
0.8185998,Individual,Usoskin2
0.772477,Individual,Usoskin2
0.9003231,Individual,Usoskin2
0.5060643,Individual,Usoskin2
0.9097167,Individual,Usoskin2
0.8663984,Individual,Usoskin2
0.6353965,Individual,Usoskin2
0.8230722,Individual,Usoskin2
0.8191141,Individual,Usoskin2
0.8894708,Individual,Usoskin2
0.5057467,Individual,Usoskin2
0.8693346,Individual,Usoskin2
0.7795499,Individual,Usoskin2
0.6290725,Individual,Usoskin2
0.8839192,Individual,Usoskin2
0.8824301,Individual,Usoskin2
0.8301764,Individual,Usoskin2
0.6682875,Individual,Usoskin2
0.8781039,Individual,Usoskin2
0.9032203,Individual,Usoskin2
0.8352249,Individual,Usoskin2
0.8415534,Individual,Usoskin2
0.6290725,Individual,Usoskin2
0.5053156,Individual,Usoskin2
0.8827467,Consensus,Usoskin2
0.8799101,Consensus,Usoskin2
0.8698579,Consensus,Usoskin2
0.9019275,Consensus,Usoskin2
0.8726094,Consensus,Usoskin2
0.8757594,Consensus,Usoskin2
0.8990172,Consensus,Usoskin2
0.8916503,Consensus,Usoskin2
0.8797796,Consensus,Usoskin2
0.8735686,Consensus,Usoskin2
0.8956381,Consensus,Usoskin2
0.9019139,Consensus,Usoskin2
0.8745841,Consensus,Usoskin2
0.8712139,Consensus,Usoskin2
0.9082301,Consensus,Usoskin2
0.8799101,Consensus,Usoskin2
0.9030444,Consensus,Usoskin2
0.910917,Consensus,Usoskin2
0.8312934,Consensus,Usoskin2
0.8267965,Consensus,Usoskin2
0.894955,Consensus,Usoskin2
0.903294,Consensus,Usoskin2
0.8952274,Consensus,Usoskin2
0.8968952,Consensus,Usoskin2
0.8997005,Consensus,Usoskin2
0.9095437,Consensus,Usoskin2
0.8800508,Consensus,Usoskin2
0.8884245,Consensus,Usoskin2
0.9014271,Consensus,Usoskin2
0.8735395,Consensus,Usoskin2
0.8999024,Consensus,Usoskin2
0.9076448,Consensus,Usoskin2
0.8997405,Consensus,Usoskin2
0.8835825,Consensus,Usoskin2
0.904521,Consensus,Usoskin2
0.8942503,Consensus,Usoskin2
0.9003882,Consensus,Usoskin2
0.8944548,Consensus,Usoskin2
0.8876642,Consensus,Usoskin2
0.8929993,Consensus,Usoskin2
0.8975431,Consensus,Usoskin2
0.886526,Consensus,Usoskin2
0.8727761,Consensus,Usoskin2
0.8989889,Consensus,Usoskin2
0.911578,Consensus,Usoskin2
0.900432,Consensus,Usoskin2
0.882659,Consensus,Usoskin2
0.9132216,Consensus,Usoskin2
0.8754678,Consensus,Usoskin2
0.8714435,Consensus,Usoskin2
0.9032325,Consensus,Usoskin2
0.8990172,Consensus,Usoskin2
0.9026204,Consensus,Usoskin2
0.882659,Consensus,Usoskin2
0.8943271,Consensus,Usoskin2
0.8415594,Consensus,Usoskin2
0.8159835,Consensus,Usoskin2
0.9052932,Consensus,Usoskin2
0.8969802,Consensus,Usoskin2
0.9078045,Consensus,Usoskin2
0.8960099,Consensus,Usoskin2
0.8723155,Consensus,Usoskin2
0.8975438,Consensus,Usoskin2
0.9112429,Consensus,Usoskin2
0.9047086,Consensus,Usoskin2
0.9011417,Consensus,Usoskin2
0.7025081,Consensus,Usoskin2
0.9073675,Consensus,Usoskin2
0.8996768,Consensus,Usoskin2
0.9022377,Consensus,Usoskin2
0.8969203,Consensus,Usoskin2
0.8414141,Consensus,Usoskin2
0.9090176,Consensus,Usoskin2
0.8950179,Consensus,Usoskin2
0.8816327,Consensus,Usoskin2
0.8828025,Consensus,Usoskin2
0.8736452,Consensus,Usoskin2
0.8966013,Consensus,Usoskin2
0.8948418,Consensus,Usoskin2
0.883446,Consensus,Usoskin2
0.8756119,Consensus,Usoskin2
0.8851132,Consensus,Usoskin2
0.868017,Consensus,Usoskin2
0.8977629,Consensus,Usoskin2
0.906852,Consensus,Usoskin2
0.902592,Consensus,Usoskin2
0.9059624,Consensus,Usoskin2
0.9059992,Consensus,Usoskin2
0.9076448,Consensus,Usoskin2
0.8985467,Consensus,Usoskin2
0.8979561,Consensus,Usoskin2
0.9050045,Consensus,Usoskin2
0.9017103,Consensus,Usoskin2
0.8905852,Consensus,Usoskin2
0.8921784,Consensus,Usoskin2
0.9001015,Consensus,Usoskin2
0.9022703,Consensus,Usoskin2
0.9095053,Consensus,Usoskin2
0.8945767,Consensus,Usoskin2
0.8848179,Consensus,Usoskin2
0.5195239,Individual,Usoskin3
0.879457,Individual,Usoskin3
0.8777561,Individual,Usoskin3
0.8658321,Individual,Usoskin3
0.8519413,Individual,Usoskin3
0.8648539,Individual,Usoskin3
0.8626492,Individual,Usoskin3
0.8694935,Individual,Usoskin3
0.5365267,Individual,Usoskin3
0.862396,Individual,Usoskin3
0.5224053,Individual,Usoskin3
0.8490203,Individual,Usoskin3
0.8449597,Individual,Usoskin3
0.516029,Individual,Usoskin3
0.5232555,Individual,Usoskin3
0.8639424,Individual,Usoskin3
0.5089748,Individual,Usoskin3
0.886311,Individual,Usoskin3
0.5400417,Individual,Usoskin3
0.5169615,Individual,Usoskin3
0.8589939,Individual,Usoskin3
0.4824894,Individual,Usoskin3
0.8514234,Individual,Usoskin3
0.5236126,Individual,Usoskin3
0.8782904,Individual,Usoskin3
0.5083847,Individual,Usoskin3
0.5145805,Individual,Usoskin3
0.8592281,Individual,Usoskin3
0.8600908,Individual,Usoskin3
0.8730789,Individual,Usoskin3
0.4911134,Individual,Usoskin3
0.8754715,Individual,Usoskin3
0.8625127,Individual,Usoskin3
0.5107817,Individual,Usoskin3
0.4821386,Individual,Usoskin3
0.8849706,Individual,Usoskin3
0.8757404,Individual,Usoskin3
0.5245608,Individual,Usoskin3
0.4915675,Individual,Usoskin3
0.882717,Individual,Usoskin3
0.8529065,Individual,Usoskin3
0.8747512,Individual,Usoskin3
0.5345544,Individual,Usoskin3
0.87222,Individual,Usoskin3
0.8815874,Individual,Usoskin3
0.4959248,Individual,Usoskin3
0.5107724,Individual,Usoskin3
0.8839936,Individual,Usoskin3
0.8694569,Individual,Usoskin3
0.8560749,Individual,Usoskin3
0.8511251,Individual,Usoskin3
0.4999159,Individual,Usoskin3
0.4973461,Individual,Usoskin3
0.8747188,Individual,Usoskin3
0.8709742,Individual,Usoskin3
0.8729441,Individual,Usoskin3
0.8797499,Individual,Usoskin3
0.8582192,Individual,Usoskin3
0.5246337,Individual,Usoskin3
0.5027409,Individual,Usoskin3
0.5121277,Individual,Usoskin3
0.876675,Individual,Usoskin3
0.8575062,Individual,Usoskin3
0.4724352,Individual,Usoskin3
0.854965,Individual,Usoskin3
0.8808955,Individual,Usoskin3
0.5131698,Individual,Usoskin3
0.8757527,Individual,Usoskin3
0.8719821,Individual,Usoskin3
0.5168007,Individual,Usoskin3
0.8614456,Individual,Usoskin3
0.8780887,Individual,Usoskin3
0.5284276,Individual,Usoskin3
0.5182387,Individual,Usoskin3
0.8773693,Individual,Usoskin3
0.5297511,Individual,Usoskin3
0.8820825,Individual,Usoskin3
0.888771,Individual,Usoskin3
0.878319,Individual,Usoskin3
0.8511194,Individual,Usoskin3
0.5154517,Individual,Usoskin3
0.5044021,Individual,Usoskin3
0.8608954,Individual,Usoskin3
0.8537592,Individual,Usoskin3
0.8640968,Individual,Usoskin3
0.8531422,Individual,Usoskin3
0.871911,Individual,Usoskin3
0.8534143,Individual,Usoskin3
0.8628047,Individual,Usoskin3
0.8767877,Individual,Usoskin3
0.8518037,Individual,Usoskin3
0.8813908,Individual,Usoskin3
0.5165522,Individual,Usoskin3
0.5223222,Individual,Usoskin3
0.8676914,Individual,Usoskin3
0.5108245,Individual,Usoskin3
0.8553279,Individual,Usoskin3
0.8492933,Individual,Usoskin3
0.493921,Individual,Usoskin3
0.4663594,Individual,Usoskin3
0.6891525,Consensus,Usoskin3
0.8935294,Consensus,Usoskin3
0.6764085,Consensus,Usoskin3
0.8694706,Consensus,Usoskin3
0.8955009,Consensus,Usoskin3
0.8637362,Consensus,Usoskin3
0.8644166,Consensus,Usoskin3
0.8874125,Consensus,Usoskin3
0.8974629,Consensus,Usoskin3
0.6925983,Consensus,Usoskin3
0.8640247,Consensus,Usoskin3
0.8712092,Consensus,Usoskin3
0.8962731,Consensus,Usoskin3
0.8965722,Consensus,Usoskin3
0.8954444,Consensus,Usoskin3
0.9003432,Consensus,Usoskin3
0.8687051,Consensus,Usoskin3
0.8715835,Consensus,Usoskin3
0.8678575,Consensus,Usoskin3
0.9011805,Consensus,Usoskin3
0.6959429,Consensus,Usoskin3
0.8664999,Consensus,Usoskin3
0.8702148,Consensus,Usoskin3
0.8910338,Consensus,Usoskin3
0.8983845,Consensus,Usoskin3
0.8902929,Consensus,Usoskin3
0.8692123,Consensus,Usoskin3
0.6984616,Consensus,Usoskin3
0.8708432,Consensus,Usoskin3
0.872043,Consensus,Usoskin3
0.8923668,Consensus,Usoskin3
0.8683796,Consensus,Usoskin3
0.897807,Consensus,Usoskin3
0.8963075,Consensus,Usoskin3
0.8963866,Consensus,Usoskin3
0.8638283,Consensus,Usoskin3
0.8924683,Consensus,Usoskin3
0.8934609,Consensus,Usoskin3
0.873,Consensus,Usoskin3
0.8940598,Consensus,Usoskin3
0.896752,Consensus,Usoskin3
0.8641786,Consensus,Usoskin3
0.8713306,Consensus,Usoskin3
0.8987038,Consensus,Usoskin3
0.8684021,Consensus,Usoskin3
0.8702148,Consensus,Usoskin3
0.8960836,Consensus,Usoskin3
0.8951471,Consensus,Usoskin3
0.893586,Consensus,Usoskin3
0.8924994,Consensus,Usoskin3
0.8677886,Consensus,Usoskin3
0.8674016,Consensus,Usoskin3
0.8724333,Consensus,Usoskin3
0.8910572,Consensus,Usoskin3
0.894477,Consensus,Usoskin3
0.8711526,Consensus,Usoskin3
0.8683556,Consensus,Usoskin3
0.8951471,Consensus,Usoskin3
0.8919722,Consensus,Usoskin3
0.8687587,Consensus,Usoskin3
0.8696926,Consensus,Usoskin3
0.8689861,Consensus,Usoskin3
0.8697001,Consensus,Usoskin3
0.8960625,Consensus,Usoskin3
0.8939786,Consensus,Usoskin3
0.8906245,Consensus,Usoskin3
0.8694469,Consensus,Usoskin3
0.8637214,Consensus,Usoskin3
0.8687888,Consensus,Usoskin3
0.8665375,Consensus,Usoskin3
0.8714359,Consensus,Usoskin3
0.8982475,Consensus,Usoskin3
0.8705615,Consensus,Usoskin3
0.8720324,Consensus,Usoskin3
0.6749255,Consensus,Usoskin3
0.8922039,Consensus,Usoskin3
0.8972849,Consensus,Usoskin3
0.8902929,Consensus,Usoskin3
0.8943531,Consensus,Usoskin3
0.8713941,Consensus,Usoskin3
0.9026669,Consensus,Usoskin3
0.8681593,Consensus,Usoskin3
0.8657834,Consensus,Usoskin3
0.8634367,Consensus,Usoskin3
0.8694282,Consensus,Usoskin3
0.8653919,Consensus,Usoskin3
0.8704095,Consensus,Usoskin3
0.8754181,Consensus,Usoskin3
0.847066,Consensus,Usoskin3
0.6506071,Consensus,Usoskin3
0.8730683,Consensus,Usoskin3
0.8702835,Consensus,Usoskin3
0.8639508,Consensus,Usoskin3
0.8654765,Consensus,Usoskin3
0.8658857,Consensus,Usoskin3
0.8924994,Consensus,Usoskin3
0.8698822,Consensus,Usoskin3
0.8707562,Consensus,Usoskin3
0.8695158,Consensus,Usoskin3
0.6885654,Consensus,Usoskin3
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6549331,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.6244671,Individual,Yan
0.7453006,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.6549331,Individual,Yan
0.6244671,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6244671,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.6549331,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6244671,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.6549331,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6244671,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6549331,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6244671,Individual,Yan
0.6549331,Individual,Yan
0.7453006,Individual,Yan
0.6549331,Individual,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.6549331,Consensus,Yan
0.7792544,Individual,Zeisel
0.8479348,Individual,Zeisel
0.7412536,Individual,Zeisel
0.6956989,Individual,Zeisel
0.8490976,Individual,Zeisel
0.6345948,Individual,Zeisel
0.6824382,Individual,Zeisel
0.700951,Individual,Zeisel
0.7310496,Individual,Zeisel
0.7355462,Individual,Zeisel
0.6691636,Individual,Zeisel
0.7104622,Individual,Zeisel
0.7154787,Individual,Zeisel
0.7221246,Individual,Zeisel
0.727092,Individual,Zeisel
0.7317415,Individual,Zeisel
0.6688687,Individual,Zeisel
0.7968342,Individual,Zeisel
0.7502148,Individual,Zeisel
0.5657436,Individual,Zeisel
0.8203963,Individual,Zeisel
0.8059343,Individual,Zeisel
0.8254505,Individual,Zeisel
0.7145316,Individual,Zeisel
0.8026556,Individual,Zeisel
0.7998933,Individual,Zeisel
0.7830754,Individual,Zeisel
0.6878984,Individual,Zeisel
0.8280206,Individual,Zeisel
0.8468314,Individual,Zeisel
0.7959246,Individual,Zeisel
0.7813717,Individual,Zeisel
0.748289,Individual,Zeisel
0.8571213,Individual,Zeisel
0.8022636,Individual,Zeisel
0.64689,Individual,Zeisel
0.8163104,Individual,Zeisel
0.8465528,Individual,Zeisel
0.8047393,Individual,Zeisel
0.7324447,Individual,Zeisel
0.6058236,Individual,Zeisel
0.8503558,Individual,Zeisel
0.7595577,Individual,Zeisel
0.8139202,Individual,Zeisel
0.8090332,Individual,Zeisel
0.7713595,Individual,Zeisel
0.6584491,Individual,Zeisel
0.7344688,Individual,Zeisel
0.6456681,Individual,Zeisel
0.7438757,Individual,Zeisel
0.6686911,Individual,Zeisel
0.6924649,Individual,Zeisel
0.8228936,Individual,Zeisel
0.7851407,Individual,Zeisel
0.8097209,Individual,Zeisel
0.7769067,Individual,Zeisel
0.8051253,Individual,Zeisel
0.6874195,Individual,Zeisel
0.801591,Individual,Zeisel
0.8458331,Individual,Zeisel
0.8098214,Individual,Zeisel
0.6996509,Individual,Zeisel
0.7317993,Individual,Zeisel
0.7863159,Individual,Zeisel
0.7748161,Individual,Zeisel
0.7286132,Individual,Zeisel
0.7133549,Individual,Zeisel
0.8043439,Individual,Zeisel
0.7443335,Individual,Zeisel
0.7868592,Individual,Zeisel
0.7281673,Individual,Zeisel
0.8038615,Individual,Zeisel
0.7233567,Individual,Zeisel
0.635432,Individual,Zeisel
0.7909963,Individual,Zeisel
0.6159479,Individual,Zeisel
0.8126271,Individual,Zeisel
0.7234456,Individual,Zeisel
0.7616712,Individual,Zeisel
0.7325824,Individual,Zeisel
0.6209055,Individual,Zeisel
0.7957054,Individual,Zeisel
0.8052553,Individual,Zeisel
0.7517704,Individual,Zeisel
0.7300881,Individual,Zeisel
0.8322928,Individual,Zeisel
0.7605414,Individual,Zeisel
0.7937618,Individual,Zeisel
0.8387886,Individual,Zeisel
0.8064922,Individual,Zeisel
0.7992001,Individual,Zeisel
0.798445,Individual,Zeisel
0.6462684,Individual,Zeisel
0.6868558,Individual,Zeisel
0.7719537,Individual,Zeisel
0.7363781,Individual,Zeisel
0.6894665,Individual,Zeisel
0.7726607,Individual,Zeisel
0.6644077,Individual,Zeisel
0.6426639,Individual,Zeisel
0.8092522,Consensus,Zeisel
0.8329037,Consensus,Zeisel
0.8317878,Consensus,Zeisel
0.8564094,Consensus,Zeisel
0.7998767,Consensus,Zeisel
0.8170666,Consensus,Zeisel
0.8041892,Consensus,Zeisel
0.8020097,Consensus,Zeisel
0.8329867,Consensus,Zeisel
0.827157,Consensus,Zeisel
0.8049828,Consensus,Zeisel
0.8016557,Consensus,Zeisel
0.8309542,Consensus,Zeisel
0.7973147,Consensus,Zeisel
0.8012335,Consensus,Zeisel
0.7995959,Consensus,Zeisel
0.801589,Consensus,Zeisel
0.8028783,Consensus,Zeisel
0.8286472,Consensus,Zeisel
0.8566574,Consensus,Zeisel
0.7788128,Consensus,Zeisel
0.833459,Consensus,Zeisel
0.8611468,Consensus,Zeisel
0.8585986,Consensus,Zeisel
0.8238414,Consensus,Zeisel
0.8232689,Consensus,Zeisel
0.8035704,Consensus,Zeisel
0.8178253,Consensus,Zeisel
0.8018778,Consensus,Zeisel
0.7951279,Consensus,Zeisel
0.7988449,Consensus,Zeisel
0.7915699,Consensus,Zeisel
0.7974477,Consensus,Zeisel
0.8037222,Consensus,Zeisel
0.8007365,Consensus,Zeisel
0.829431,Consensus,Zeisel
0.8349991,Consensus,Zeisel
0.8527276,Consensus,Zeisel
0.8224631,Consensus,Zeisel
0.8176134,Consensus,Zeisel
0.7962792,Consensus,Zeisel
0.8592445,Consensus,Zeisel
0.8270677,Consensus,Zeisel
0.7961691,Consensus,Zeisel
0.8223738,Consensus,Zeisel
0.7863197,Consensus,Zeisel
0.8259587,Consensus,Zeisel
0.7969959,Consensus,Zeisel
0.8038915,Consensus,Zeisel
0.82582,Consensus,Zeisel
0.8011965,Consensus,Zeisel
0.8215904,Consensus,Zeisel
0.8215207,Consensus,Zeisel
0.7525424,Consensus,Zeisel
0.8237075,Consensus,Zeisel
0.8268279,Consensus,Zeisel
0.8001592,Consensus,Zeisel
0.802535,Consensus,Zeisel
0.8254669,Consensus,Zeisel
0.7979286,Consensus,Zeisel
0.7542552,Consensus,Zeisel
0.8261492,Consensus,Zeisel
0.8155008,Consensus,Zeisel
0.8155812,Consensus,Zeisel
0.7989579,Consensus,Zeisel
0.8258407,Consensus,Zeisel
0.8061056,Consensus,Zeisel
0.8494937,Consensus,Zeisel
0.7965438,Consensus,Zeisel
0.8232811,Consensus,Zeisel
0.796411,Consensus,Zeisel
0.8020408,Consensus,Zeisel
0.7602827,Consensus,Zeisel
0.8010013,Consensus,Zeisel
0.7992607,Consensus,Zeisel
0.8046779,Consensus,Zeisel
0.7635732,Consensus,Zeisel
0.7895223,Consensus,Zeisel
0.8260622,Consensus,Zeisel
0.8576087,Consensus,Zeisel
0.8278798,Consensus,Zeisel
0.855239,Consensus,Zeisel
0.8529529,Consensus,Zeisel
0.8043033,Consensus,Zeisel
0.7957021,Consensus,Zeisel
0.8026398,Consensus,Zeisel
0.8236968,Consensus,Zeisel
0.8236743,Consensus,Zeisel
